Product URL,Product Name,Product Price,Rating,Number of reviews,Manufacturer,ASIN
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyNjk4ODgxNzIzNzA1OTk1OjE3MjYyNTEzNzM6c3BfbXRmOjMwMDI1NTgxMDQxNDIzMjo6MDo6&url=%2FSafari-Resistant-Polyester-Backpack-College%2Fdp%2FB0D8QBZVZC%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO-w4BvorY4Jw6xaW7dw3SSi6wSWY0IzQ3CjU_yU4r9slvbMZinv3sjXW6VLfb3uexQRsYWc8akP2Bij_GYsEFIoRhyp41UJAHQeHfg0lYkefg1SlHZAM5ngjdA0vcnerQNraeBnTLXkmuZ2w1sk3HF7Ukclf6HQQ-uTx5gKz-9cXH91L5SnpXWeG5KUV3hFc29ymm7PhXpuMt6rNpdNxFGk.f4btL_pqDETXToO7HLkdjzMfsIh6gj3bjKxpMKKeb1Y%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1726251373%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Safari Surge 30 Ltrs Water Resistant Polyester Laptop Bag For Men and Women, Backpack For Men and Women, College Bag For Men and Women  ",₹778,4.3 out of 5 stars,61,"Safari, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838",B0D8QBZVZC
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyNjk4ODgxNzIzNzA1OTk1OjE3MjYyNTEzNzM6c3BfbXRmOjMwMDExMjU3NjM5NzMzMjo6MDo6&url=%2FSPS-Transparent-Poly-Plastic-Documents-Certificate%2Fdp%2FB083DXLF85%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO-w4BvorY4Jw6xaW7dw3SSi6wSWY0IzQ3CjU_yU4r9slvbMZinv3sjXW6VLfb3uexQRsYWc8akP2Bij_GYsEFIoRhyp41UJAHQeHfg0lYkefg1SlHZAM5ngjdA0vcnerQNraeBnTLXkmuZ2w1sk3HF7Ukclf6HQQ-uTx5gKz-9cXH91L5SnpXWeG5KUV3hFc29ymm7PhXpuMt6rNpdNxFGk.f4btL_pqDETXToO7HLkdjzMfsIh6gj3bjKxpMKKeb1Y%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1726251373%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"SPS File Folder, Transparent Poly-Plastic A4/Foolscap Documents File Storage Bag with Snap Button Set of 5/Certificate File Folder  ",₹399,4.2 out of 5 stars,491,OMKAR PLASTIC INDUSTRIES,B083DXLF85
https://www.amazon.in//Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_13?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO-w4BvorY4Jw6xaW7dw3SSi6wSWY0IzQ3CjU_yU4r9slvbMZinv3sjXW6VLfb3uexQRsYWc8akP2Bij_GYsEFIoRhyp41UJAHQeHfg0lYkefg1SlHZAM5ngjdA0vcnerQNraeBnTLXkmuZ2w1sk3HF7Ukclf6HQQ-uTx5gKz-9cXH91L5SnpXWeG5KUV3hFc29ymm7PhXpuMt6rNpdNxFGk.f4btL_pqDETXToO7HLkdjzMfsIh6gj3bjKxpMKKeb1Y&dib_tag=se&keywords=bags&qid=1726251373&sprefix=ba%2Caps%2C283&sr=8-13,"Safari Casual backpacks 2 compartments, front pocket, bottle holder, School bags for boys & girls, College bag for women and men, Ideal for school, college, office & travel  ",₹639,3.8 out of 5 stars,"4,716","Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",B09B29F66W
https://www.amazon.in//Impulse-EmpowerElite-Resistant-Backpack-Grey/dp/B0CSYYSWJR/ref=sr_1_14?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO-w4BvorY4Jw6xaW7dw3SSi6wSWY0IzQ3CjU_yU4r9slvbMZinv3sjXW6VLfb3uexQRsYWc8akP2Bij_GYsEFIoRhyp41UJAHQeHfg0lYkefg1SlHZAM5ngjdA0vcnerQNraeBnTLXkmuZ2w1sk3HF7Ukclf6HQQ-uTx5gKz-9cXH91L5SnpXWeG5KUV3hFc29ymm7PhXpuMt6rNpdNxFGk.f4btL_pqDETXToO7HLkdjzMfsIh6gj3bjKxpMKKeb1Y&dib_tag=se&keywords=bags&qid=1726251373&sprefix=ba%2Caps%2C283&sr=8-14,Impulse EmpowerElite 25L Unisex Water Resistant Travel Laptop Backpack with USB Charging Port/Office Bag/School Bag/College Bag/Business Bag Fits Up to 16 Inch Laptop with 1 Year Warranty (Blue)  ,₹565,3.9 out of 5 stars,253,"Impulse Travel Gears Private Limited, Impulse Travel Gears Private Limited - Whatsapp - +91 9899670867",B0CSYYSWJR
https://www.amazon.in//Craftwood-Backpack-Waterproof-Aesthetic-Backpacks/dp/B0D58K1N5M/ref=sr_1_15?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO-w4BvorY4Jw6xaW7dw3SSi6wSWY0IzQ3CjU_yU4r9slvbMZinv3sjXW6VLfb3uexQRsYWc8akP2Bij_GYsEFIoRhyp41UJAHQeHfg0lYkefg1SlHZAM5ngjdA0vcnerQNraeBnTLXkmuZ2w1sk3HF7Ukclf6HQQ-uTx5gKz-9cXH91L5SnpXWeG5KUV3hFc29ymm7PhXpuMt6rNpdNxFGk.f4btL_pqDETXToO7HLkdjzMfsIh6gj3bjKxpMKKeb1Y&dib_tag=se&keywords=bags&qid=1726251373&sprefix=ba%2Caps%2C283&sr=8-15,"Craftwood School Backpack for Teen Girls, Boys Waterproof High School Backpack for Student Bookbag College Backpack for Women Men Casual Daypack Travel Aesthetic Backpacks Black  ",₹699,3.0 out of 5 stars,36,"Debonair International,GC-112A,Factory Lane,New Delhi-110044, 011-41652625",B0D58K1N5M
https://www.amazon.in//MEDLER-Aquiver-litres-Waterproof-Strolley/dp/B09V8BDX1N/ref=sr_1_16?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO-w4BvorY4Jw6xaW7dw3SSi6wSWY0IzQ3CjU_yU4r9slvbMZinv3sjXW6VLfb3uexQRsYWc8akP2Bij_GYsEFIoRhyp41UJAHQeHfg0lYkefg1SlHZAM5ngjdA0vcnerQNraeBnTLXkmuZ2w1sk3HF7Ukclf6HQQ-uTx5gKz-9cXH91L5SnpXWeG5KUV3hFc29ymm7PhXpuMt6rNpdNxFGk.f4btL_pqDETXToO7HLkdjzMfsIh6gj3bjKxpMKKeb1Y&dib_tag=se&keywords=bags&qid=1726251373&sprefix=ba%2Caps%2C283&sr=8-16,M MEDLER Aquiver Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag (Beige)  ,₹499,3.4 out of 5 stars,413,"BREGGABOG INDIA PRIVATE LIMITED, breggabog@gmail.com",B09V8BDX1N
https://www.amazon.in//Lavie-Sport-Sprinter-Daypack-Compartment/dp/B0CZNRHM2N/ref=sr_1_17?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO-w4BvorY4Jw6xaW7dw3SSi6wSWY0IzQ3CjU_yU4r9slvbMZinv3sjXW6VLfb3uexQRsYWc8akP2Bij_GYsEFIoRhyp41UJAHQeHfg0lYkefg1SlHZAM5ngjdA0vcnerQNraeBnTLXkmuZ2w1sk3HF7Ukclf6HQQ-uTx5gKz-9cXH91L5SnpXWeG5KUV3hFc29ymm7PhXpuMt6rNpdNxFGk.f4btL_pqDETXToO7HLkdjzMfsIh6gj3bjKxpMKKeb1Y&dib_tag=se&keywords=bags&qid=1726251373&sprefix=ba%2Caps%2C283&sr=8-17,Lavie Sport 11 Litres Sprinter Daypack 1 Compartment Unisex Small Casual Bag For Boys & Girls  ,₹199,3.8 out of 5 stars,413,"Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093",B0CZNRHM2N
https://www.amazon.in//Half-Moon-Laptop-Bag-Compartment/dp/B0C1NZLF67/ref=sr_1_18?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO-w4BvorY4Jw6xaW7dw3SSi6wSWY0IzQ3CjU_yU4r9slvbMZinv3sjXW6VLfb3uexQRsYWc8akP2Bij_GYsEFIoRhyp41UJAHQeHfg0lYkefg1SlHZAM5ngjdA0vcnerQNraeBnTLXkmuZ2w1sk3HF7Ukclf6HQQ-uTx5gKz-9cXH91L5SnpXWeG5KUV3hFc29ymm7PhXpuMt6rNpdNxFGk.f4btL_pqDETXToO7HLkdjzMfsIh6gj3bjKxpMKKeb1Y&dib_tag=se&keywords=bags&qid=1726251373&sprefix=ba%2Caps%2C283&sr=8-18,Half Moon Valex Unisex School Bag/ 15.6 inch Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment  ,₹739,3.9 out of 5 stars,756,Half_Moon,B0C1NZLF67
https://www.amazon.in//Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_19?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO-w4BvorY4Jw6xaW7dw3SSi6wSWY0IzQ3CjU_yU4r9slvbMZinv3sjXW6VLfb3uexQRsYWc8akP2Bij_GYsEFIoRhyp41UJAHQeHfg0lYkefg1SlHZAM5ngjdA0vcnerQNraeBnTLXkmuZ2w1sk3HF7Ukclf6HQQ-uTx5gKz-9cXH91L5SnpXWeG5KUV3hFc29ymm7PhXpuMt6rNpdNxFGk.f4btL_pqDETXToO7HLkdjzMfsIh6gj3bjKxpMKKeb1Y&dib_tag=se&keywords=bags&qid=1726251373&sprefix=ba%2Caps%2C283&sr=8-19,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps  ",₹849,4.4 out of 5 stars,"10,214",Lenovo,B08R7RPVJF
https://www.amazon.in//Ezee-Garbage-Bag-inches-Pieces/dp/B06VX8YR6Q/ref=sr_1_20?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO-w4BvorY4Jw6xaW7dw3SSi6wSWY0IzQ3CjU_yU4r9slvbMZinv3sjXW6VLfb3uexQRsYWc8akP2Bij_GYsEFIoRhyp41UJAHQeHfg0lYkefg1SlHZAM5ngjdA0vcnerQNraeBnTLXkmuZ2w1sk3HF7Ukclf6HQQ-uTx5gKz-9cXH91L5SnpXWeG5KUV3hFc29ymm7PhXpuMt6rNpdNxFGk.f4btL_pqDETXToO7HLkdjzMfsIh6gj3bjKxpMKKeb1Y&dib_tag=se&keywords=bags&qid=1726251373&sprefix=ba%2Caps%2C283&sr=8-20,Ezee Black Garbage Bags for Dustbin | 90 Pcs | Medium 19 X 21 Inches | 30 Pcs x Pack of 3  ,₹159,4.2 out of 5 stars,"33,423","Alka Lifestyles Pvt Ltd, Alka Lifestyles Pvt Ltd,202 Everest Chamber,2nd flr,Marol Naka,Andheri east,Mumbai-400059; Tel: +91-22 4520 3000",B06VX8YR6Q
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyNjk4ODgxNzIzNzA1OTk1OjE3MjYyNTEzNzM6c3BfYnRmOjMwMDI1Nzc1NjAyNjYzMjo6MDo6&url=%2FDailyObjects-Spacious-Stylish-Zippered-Compartment%2Fdp%2FB0BLV66LVG%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO-w4BvorY4Jw6xaW7dw3SSi6wSWY0IzQ3CjU_yU4r9slvbMZinv3sjXW6VLfb3uexQRsYWc8akP2Bij_GYsEFIoRhyp41UJAHQeHfg0lYkefg1SlHZAM5ngjdA0vcnerQNraeBnTLXkmuZ2w1sk3HF7Ukclf6HQQ-uTx5gKz-9cXH91L5SnpXWeG5KUV3hFc29ymm7PhXpuMt6rNpdNxFGk.f4btL_pqDETXToO7HLkdjzMfsIh6gj3bjKxpMKKeb1Y%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1726251373%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"DailyObjects All Time Canvas Daily Tote Bag | Spacious, Stylish, Sturdy Handbag Zippered Compartment | Fits laptops of up to 13.3 inches | Office and Travel Friendly  ","₹2,090",4.2 out of 5 stars,40,"DailyObjects, Block-A, Property No-12/1. Industrial Colony,Infocity,Sector-34, Gurugram, Haryana, 122005",B0BLV66LVG
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NTY3NDkwNTIyNTY3MjYyOjE3MjYyNTEzNzc6c3BfYXRmX25leHQ6MzAwMzM0NTQyNTMyNTMyOjowOjo&url=%2Flaptop-backpack-college-school-casual%2Fdp%2FB096W6JGTC%2Fref%3Dsr_1_17_sspa%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1726251376%26sprefix%3Dba%252Caps%252C283%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"laptop backpack (Blue , Large 45L)  ",₹599,4.1 out of 5 stars,50,,B096W6JGTC
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NTY3NDkwNTIyNTY3MjYyOjE3MjYyNTEzNzc6c3BfYXRmX25leHQ6MzAwMzM0NTQyNTMyNDMyOjowOjo&url=%2FLaptop-Backpack-Unisex-School-College%2Fdp%2FB09DDY6C39%2Fref%3Dsr_1_18_sspa%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1726251376%26sprefix%3Dba%252Caps%252C283%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"Fellow Unisex Large 45L Laptop Backpack (Grey, Blue)  ",₹648,4.0 out of 5 stars,237,,B09DDY6C39
